Kdex,Ndex,Name,Type1,Type2,Link,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,Damaged Normally by,Weak to,Immue to,Resisant to
 #003, #154,Meganium,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Meganium_(Pok%C3%A9mon),80,82,100,83,100,80,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #004, #155,Cyndaquil,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Cyndaquil_(Pok%C3%A9mon),39,52,43,60,50,65,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #005, #156,Quilava,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Quilava_(Pok%C3%A9mon),58,64,58,80,65,80,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #006, #157,Typhlosion,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Typhlosion_(Pok%C3%A9mon),78,84,78,109,85,100,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #007, #158,Totodile,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Totodile_(Pok%C3%A9mon),50,65,64,44,48,43,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #008, #159,Croconaw,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Croconaw_(Pok%C3%A9mon),65,80,80,59,63,58,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #009, #160,Feraligatr,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Feraligatr_(Pok%C3%A9mon),85,105,100,79,83,78,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #019, #161,Sentret,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Sentret_(Pok%C3%A9mon),35,46,34,35,45,20,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #020, #162,Furret,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Furret_(Pok%C3%A9mon),85,76,64,45,55,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #015, #163,Hoothoot,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Hoothoot_(Pok%C3%A9mon),60,30,30,36,56,50,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #016, #164,Noctowl,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Noctowl_(Pok%C3%A9mon),100,50,50,76,96,70,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #030, #165,Ledyba,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Ledyba_(Pok%C3%A9mon),40,20,30,40,80,55,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #031, #166,Ledian,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Ledian_(Pok%C3%A9mon),55,35,50,55,110,85,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #032, #167,Spinarak,Bug,Poison,https://bulbapedia.bulbagarden.net//wiki/Spinarak_(Pok%C3%A9mon),40,60,40,40,40,30,"['Normal_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×', 'Psychic_2×']",['None'],"['Fighting_¼×', 'Poison_½×', 'Bug_½×', 'Grass_¼×', 'Fairy_½×']"
 #033, #168,Ariados,Bug,Poison,https://bulbapedia.bulbagarden.net//wiki/Ariados_(Pok%C3%A9mon),70,90,70,60,60,40,"['Normal_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×', 'Psychic_2×']",['None'],"['Fighting_¼×', 'Poison_½×', 'Bug_½×', 'Grass_¼×', 'Fairy_½×']"
 #039, #169,Crobat,Poison,Flying,https://bulbapedia.bulbagarden.net//wiki/Crobat_(Pok%C3%A9mon),85,90,80,70,80,130,"['Normal_1×', 'Flying_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Dragon_1×', 'Dark_1×']","['Rock_2×', 'Electric_2×', 'Psychic_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Poison_½×', 'Bug_¼×', 'Grass_¼×', 'Fairy_½×']"
 #176, #170,Chinchou,Water,Electric,https://bulbapedia.bulbagarden.net//wiki/Chinchou_(Pok%C3%A9mon),75,38,38,56,56,67,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Ground_2×', 'Grass_2×']",['None'],"['Flying_½×', 'Steel_¼×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #177, #171,Lanturn,Water,Electric,https://bulbapedia.bulbagarden.net//wiki/Lanturn_(Pok%C3%A9mon),125,58,58,76,76,67,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Ground_2×', 'Grass_2×']",['None'],"['Flying_½×', 'Steel_¼×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #021, #172,Pichu,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Pichu_(Pok%C3%A9mon),20,40,15,35,35,60,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['None'],"['Flying_½×', 'Steel_½×', 'Electric_½×']"
 #040, #173,Cleffa,Fairy,Null,https://bulbapedia.bulbagarden.net//wiki/Cleffa_(Pok%C3%A9mon),50,25,28,45,55,15,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Dark_½×']"
 #044, #174,Igglybuff,Normal,Fairy,https://bulbapedia.bulbagarden.net//wiki/Igglybuff_(Pok%C3%A9mon),90,30,15,40,20,15,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']","['Ghost_0×', 'Dragon_0×']","['Bug_½×', 'Dark_½×']"
 #046, #175,Togepi,Fairy,Null,https://bulbapedia.bulbagarden.net//wiki/Togepi_(Pok%C3%A9mon),35,20,65,40,65,20,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Dark_½×']"
 #047, #176,Togetic,Fairy,Flying,https://bulbapedia.bulbagarden.net//wiki/Togetic_(Pok%C3%A9mon),55,40,85,80,105,40,"['Normal_1×', 'Flying_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Fairy_1×']","['Poison_2×', 'Rock_2×', 'Steel_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Dragon_0×']","['Fighting_¼×', 'Bug_¼×', 'Grass_½×', 'Dark_½×']"
 #161, #177,Natu,Psychic,Flying,https://bulbapedia.bulbagarden.net//wiki/Natu_(Pok%C3%A9mon),40,50,45,70,45,70,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Dragon_1×', 'Fairy_1×']","['Rock_2×', 'Ghost_2×', 'Electric_2×', 'Ice_2×', 'Dark_2×']",['Ground_0×'],"['Fighting_¼×', 'Grass_½×', 'Psychic_½×']"
 #162, #178,Xatu,Psychic,Flying,https://bulbapedia.bulbagarden.net//wiki/Xatu_(Pok%C3%A9mon),65,75,70,95,70,95,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Dragon_1×', 'Fairy_1×']","['Rock_2×', 'Ghost_2×', 'Electric_2×', 'Ice_2×', 'Dark_2×']",['Ground_0×'],"['Fighting_¼×', 'Grass_½×', 'Psychic_½×']"
 #053, #179,Mareep,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Mareep_(Pok%C3%A9mon),55,40,40,65,45,35,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['None'],"['Flying_½×', 'Steel_½×', 'Electric_½×']"
 #054, #180,Flaaffy,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Flaaffy_(Pok%C3%A9mon),70,55,55,80,60,45,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['None'],"['Flying_½×', 'Steel_½×', 'Electric_½×']"
 #055, #181,Ampharos,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Ampharos_(Pok%C3%A9mon),90,75,75,115,90,55,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['None'],"['Flying_½×', 'Steel_½×', 'Electric_½×']"
 #086, #182,Bellossom,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Bellossom_(Pok%C3%A9mon),75,80,85,90,100,50,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #132, #183,Marill,Water,Fairy,https://bulbapedia.bulbagarden.net//wiki/Marill_(Pok%C3%A9mon),70,20,50,20,50,40,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Fairy_1×']","['Poison_2×', 'Grass_2×', 'Electric_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Dark_½×']"
 #133, #184,Azumarill,Water,Fairy,https://bulbapedia.bulbagarden.net//wiki/Azumarill_(Pok%C3%A9mon),100,50,80,50,80,50,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Fairy_1×']","['Poison_2×', 'Grass_2×', 'Electric_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Dark_½×']"
 #107, #185,Sudowoodo,Rock,Null,https://bulbapedia.bulbagarden.net//wiki/Sudowoodo_(Pok%C3%A9mon),70,100,115,30,65,30,"['Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_2×', 'Grass_2×']",['None'],"['Normal_½×', 'Flying_½×', 'Poison_½×', 'Fire_½×']"
 #075, #186,Politoed,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Politoed_(Pok%C3%A9mon),90,75,75,90,100,70,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #067, #187,Hoppip,Grass,Flying,https://bulbapedia.bulbagarden.net//wiki/Hoppip_(Pok%C3%A9mon),35,35,40,35,55,50,"['Normal_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Fire_2×', 'Ice_4×']",['Ground_0×'],"['Fighting_½×', 'Water_½×', 'Grass_¼×']"
 #068, #188,Skiploom,Grass,Flying,https://bulbapedia.bulbagarden.net//wiki/Skiploom_(Pok%C3%A9mon),55,45,50,45,65,80,"['Normal_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Fire_2×', 'Ice_4×']",['Ground_0×'],"['Fighting_½×', 'Water_½×', 'Grass_¼×']"
 #069, #189,Jumpluff,Grass,Flying,https://bulbapedia.bulbagarden.net//wiki/Jumpluff_(Pok%C3%A9mon),75,55,70,55,85,110,"['Normal_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Fire_2×', 'Ice_4×']",['Ground_0×'],"['Fighting_½×', 'Water_½×', 'Grass_¼×']"
 #123, #190,Aipom,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Aipom_(Pok%C3%A9mon),55,70,55,40,55,85,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #103, #191,Sunkern,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Sunkern_(Pok%C3%A9mon),30,30,30,30,30,30,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #104, #192,Sunflora,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Sunflora_(Pok%C3%A9mon),75,75,55,105,85,30,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #101, #193,Yanma,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Yanma_(Pok%C3%A9mon),65,65,45,75,45,95,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #056, #194,Wooper,Water,Ground,https://bulbapedia.bulbagarden.net//wiki/Wooper_(Pok%C3%A9mon),55,45,45,25,25,15,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Grass_4×'],['Electric_0×'],"['Poison_½×', 'Rock_½×', 'Steel_½×', 'Fire_½×']"
 #057, #195,Quagsire,Water,Ground,https://bulbapedia.bulbagarden.net//wiki/Quagsire_(Pok%C3%A9mon),95,85,85,65,65,35,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Grass_4×'],['Electric_0×'],"['Poison_½×', 'Rock_½×', 'Steel_½×', 'Fire_½×']"
 #188, #196,Espeon,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Espeon_(Pok%C3%A9mon),65,65,60,130,95,110,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #189, #197,Umbreon,Dark,Null,https://bulbapedia.bulbagarden.net//wiki/Umbreon_(Pok%C3%A9mon),95,65,110,60,130,65,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Fighting_2×', 'Bug_2×', 'Fairy_2×']",['Psychic_0×'],"['Ghost_½×', 'Dark_½×']"
 #213, #198,Murkrow,Dark,Flying,https://bulbapedia.bulbagarden.net//wiki/Murkrow_(Pok%C3%A9mon),60,85,42,85,42,91,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Dragon_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×', 'Fairy_2×']","['Ground_0×', 'Psychic_0×']","['Ghost_½×', 'Grass_½×', 'Dark_½×']"
 #082, #199,Slowking,Water,Psychic,https://bulbapedia.bulbagarden.net//wiki/Slowking_(Pok%C3%A9mon),95,75,80,100,110,30,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
  , #199,Slowking,Poison,Psychic,https://bulbapedia.bulbagarden.net//wiki/Slowking_(Pok%C3%A9mon),95,75,80,100,110,30,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
 #219, #200,Misdreavus,Ghost,Null,https://bulbapedia.bulbagarden.net//wiki/Misdreavus_(Pok%C3%A9mon),60,60,60,85,85,85,"['Flying_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×', 'Ground_0×']","['Poison_½×', 'Bug_½×']"
 #061, #201,Unown,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Unown_(Pok%C3%A9mon),48,72,48,72,48,48,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['Ground_0×'],"['Fighting_½×', 'Psychic_½×']"
 #108, #202,Wobbuffet,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Wobbuffet_(Pok%C3%A9mon),190,33,58,33,58,33,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #149, #203,Girafarig,Normal,Psychic,https://bulbapedia.bulbagarden.net//wiki/Girafarig_(Pok%C3%A9mon),70,80,65,90,65,85,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Dark_2×']",['Ghost_0×'],['Psychic_½×']
 #093, #204,Pineco,Bug,Null,https://bulbapedia.bulbagarden.net//wiki/Pineco_(Pok%C3%A9mon),50,65,90,35,35,15,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Grass_½×']"
 #094, #205,Forretress,Bug,Steel,https://bulbapedia.bulbagarden.net//wiki/Forretress_(Pok%C3%A9mon),75,90,140,60,60,40,"['Fighting_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Water_1×', 'Electric_1×', 'Dark_1×']",['Fire_4×'],['Poison_0×'],"['Normal_½×', 'Bug_½×', 'Steel_½×', 'Grass_¼×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #052, #206,Dunsparce,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Dunsparce_(Pok%C3%A9mon),100,70,70,65,65,45,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #193, #207,Gligar,Ground,Flying,https://bulbapedia.bulbagarden.net//wiki/Gligar_(Pok%C3%A9mon),65,75,105,35,65,85,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Ice_4×']","['Ground_0×', 'Electric_0×']","['Fighting_½×', 'Poison_½×', 'Bug_½×']"
 #063, #208,Steelix,Steel,Ground,https://bulbapedia.bulbagarden.net//wiki/Steelix_(Pok%C3%A9mon),75,85,200,55,65,30,"['Ghost_1×', 'Grass_1×', 'Ice_1×', 'Dark_1×']","['Fighting_2×', 'Ground_2×', 'Fire_2×', 'Water_2×']","['Poison_0×', 'Electric_0×']","['Normal_½×', 'Flying_½×', 'Rock_¼×', 'Bug_½×', 'Steel_½×', 'Psychic_½×', 'Dragon_½×', 'Fairy_½×']"
 #125, #209,Snubbull,Fairy,Null,https://bulbapedia.bulbagarden.net//wiki/Snubbull_(Pok%C3%A9mon),60,80,50,40,40,30,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Dark_½×']"
